text,url,n,is_story,domain
Classical Music Relieves Pain?,https://www.braintomorrow.com/music-pain-relief-classical/,3,True,braintomorrow.com
Cleveland 'Officer of Year' Investigated for Pro-Hitler Tweets...,https://freebeacon.com/latest-news/cleveland-officer-of-the-year-under-investigation-for-anti-semitic-pro-hitler-tweets/,2,True,freebeacon.com
Climate Activists Glue Themselves to Da Vinci's 'Last Supper'...,https://www.mediaite.com/tv/climate-activists-glue-themselves-to-leonardo-da-vincis-last-supper-for-protest-government-has-become-climate-judas/,1,True,mediaite.com
Climate activists glue hands to Van Gogh frame in gallery...,https://www.france24.com/en/live-news/20220630-climate-activists-glue-hands-to-van-gogh-frame-in-london-gallery,1,True,france24.com
"Clinton admits he sent agents to Area 51...
Wanted to know if there were aliens on the base...",https://www.the-sun.com/news/5582334/bill-clinton-aliens-area-51-ufos/,2,True,the-sun.com
"Clinton, Blair Have Warning for Progressives...",https://www.politico.com/news/magazine/2022/06/02/bill-clinton-tony-blair-warning-for-progressives-00036616,1,True,politico.com
Clock running out on Hunter Biden?,https://thehill.com/opinion/judiciary/3571578-is-the-clock-finally-running-out-on-hunter-biden/,2,True,thehill.com
Close ally calls on Putin to 'strike London first in WWIII' on Kremlin media...,https://www.news.com.au/world/europe/close-ally-calls-on-vladimir-putin-to-strike-london-first-in-wwii-on-russian-media/news-story/b4025f801f9966ffa35e3595aaf79553,3,True,news.com.au
Coach Harbaugh vows to take baby if player has unwanted pregnancy!,https://www.kansascity.com/news/nation-world/national/article263835777.html,1,True,kansascity.com
Coal Makes Comeback as World Thirsts for Energy...,https://www.wsj.com/articles/coal-makes-a-comeback-as-the-world-thirsts-for-energy-11656936180,5,True,wsj.com
Coast Guard ship denied port call in Solomons...,https://www.militarytimes.com/news/2022/08/26/report-us-coast-guard-ship-denied-port-call-in-solomons/,4,True,militarytimes.com
Codebreakers Find 'Sexts' in 200-Year-Old Encrypted Newspaper Ads...,https://www.vice.com/en/article/4axwz3/codebreakers-find-sexts-arctic-dispatches-in-200-year-old-encrypted-newspaper-ads,1,True,vice.com
Coeur d'Alene hate group arrests extend N Idaho's long history with extremism...,https://www.arcamax.com/currentnews/newsheadlines/s-2688723,1,True,arcamax.com
College Students Hand Out QR Codes for Secret Abortions...,https://www.vice.com/en/article/g5vy4y/abortion-pill-qr-code,2,True,vice.com
Colleges warn students about monkeypox risk as fall term approaches...,https://www.washingtonpost.com/education/2022/08/13/colleges-monkeypox-preparations/,6,True,washingtonpost.com
"Colombia faces presidential choice between leftist, populist...",https://apnews.com/article/politics-gustavo-petro-colombia-south-america-bogota-4d1263bdfd8b2a39bad76823b4402613,10,True,apnews.com
"Colombia, largest cocaine supplier to USA, considers decriminalizing...",https://www.msn.com/en-us/news/world/colombia-largest-cocaine-supplier-to-u-s-considers-decriminalizing/ar-AA10S3i2,5,True,msn.com
Colombian mayor who called Hitler 'great German thinker' could be next president...,https://www.theguardian.com/world/2022/jun/16/rodolfo-hernandez-colombia-candidate-election-president,1,True,theguardian.com
Colonel who carried nuclear codes briefcase found shot...,https://metro.co.uk/2022/06/22/russian-colonel-who-carried-putins-nuclear-codes-briefcase-found-shot-16873192/,3,True,metro.co.uk
Coloradans top users...,https://kdvr.com/news/data/colorado-is-the-nations-cocaine-use-capital/,3,True,kdvr.com
Colorado nation's cocaine capital...,https://kdvr.com/news/data/colorado-is-the-nations-cocaine-use-capital/,2,True,kdvr.com
Colossal waves crash over 2-story condo in Hawaii...,https://www.fox5ny.com/news/large-waves-big-surf-hawaii-video-hurricane-darby,2,True,fox5ny.com
Comedian refuses streamer demand to censor 'wild' abortion jokes...,https://www.thewrap.com/andrew-schulz-independent-streaming-comedy-special/,1,True,thewrap.com
Comedian refuses streamer demand to censor abortion jokes...,https://www.thewrap.com/andrew-schulz-independent-streaming-comedy-special/,1,True,thewrap.com
Coming Rise of Abortion as Crime...,https://www.msn.com/en-us/news/us/the-coming-rise-of-abortion-as-a-crime/ar-AAZ4lJR,3,True,msn.com
Coming Rise of Abortion as Crime...,https://www.theatlantic.com/family/archive/2022/07/roe-illegal-abortions-pregnancy-termination-state-crime/661420/,1,True,theatlantic.com
Coming vasectomy age...,https://spectatorworld.com/topic/vasectomies-birth-control-sex/,1,True,spectatorworld.com
Commerce Sec: 'Not very much more to be done' on gas prices...,https://www.cnn.com/2022/06/07/politics/raimondo-gas-prices-white-house-cnntv/index.html,1,True,cnn.com
Commercial Property Sales Slow as Rising Rates Sink Deals...,https://www.wsj.com/articles/commercial-property-sales-slow-as-rising-interest-rates-sink-deals-11654594380,1,True,wsj.com
Committee focuses on phone calls among Trump children and aides...,https://www.theguardian.com/us-news/2022/jun/28/january-6-hearings-focus-on-phone-calls-among-trumps-children-and-aides-weeks-before-election,1,True,theguardian.com
Committee seeks video of Roger Stone...,https://www.msn.com/en-us/news/us/jan-6-committee-doj-seek-footage-of-roger-stone-from-danish-filmmakers/ar-AAYOQgG,4,True,msn.com
"Committee setting sights on Pence, Ginni Thomas...",https://apnews.com/article/capitol-siege-us-supreme-court-donald-trump-clarence-thomas-subpoenas-9b2409c95f569ef21acea63b9a3daeb4,6,True,apnews.com
Companies Rescind Job Offers...,https://www.wsj.com/articles/more-companies-start-to-rescind-job-offers-11655865283,3,True,wsj.com
Companies could face hurdles covering procedure travel costs...,https://apnews.com/article/abortion-us-supreme-court-health-de9e1e2c764bf61b95aeef756a66f8a5,3,True,apnews.com
Company capitalized on violence against drivers...,https://www.msn.com/en-us/news/world/leaked-uber-files-show-how-company-capitalized-on-violence-against-drivers/ar-AAZqyrj,4,True,msn.com
Company freaks; Puts employee on leave...,https://www.businessinsider.com/google-engineer-thinks-artificial-intelligence-bot-has-become-sentient-2022-6,1,True,businessinsider.com
Company puts employee on leave...,https://www.businessinsider.com/google-engineer-thinks-artificial-intelligence-bot-has-become-sentient-2022-6,1,True,businessinsider.com
Company threatens to sue critic over ads...,https://www.cnbc.com/2022/08/25/tesla-threatens-to-sue-critic-over-ads-showing-cars-hitting-mannequins.html,2,True,cnbc.com
Complains about 'insane' cost of being congresswoman...,https://www.washingtonexaminer.com/news/house/aoc-laments-insane-cost-of-being-congresswoman,2,True,washingtonexaminer.com
Complaints to Govt Show Slow Descent Into Madness Over Spam Calls...,https://www.vice.com/en/article/5d3bqz/complaints-to-government-show-americans-slow-descent-into-madness-over-spam-calls,3,True,vice.com
Computers 'correct perceived human errors in verdict'...,https://www.dailymail.co.uk/news/article-11010077/Chinese-courts-allow-AI-make-rulings-charge-people-carry-punishments.html,1,True,dailymail.co.uk
Condemns But Has Few Powers...,https://www.msn.com/en-us/news/politics/biden-condemns-terrible-court-decisions-but-has-few-powers/ar-AAYRqUu,3,True,msn.com
Confidence declines third straight month...,https://www.marketwatch.com/story/u-s-consumer-confidence-declines-for-third-straight-month-in-june-11658845555?mod=retail,2,True,marketwatch.com
Confronts Dark Side of Celebrity...,https://www.hollywoodreporter.com/movies/movie-news/netflix-blonde-trailer-ana-de-armas-marilyn-monroe-fame-1235188235/,2,True,hollywoodreporter.com
Congress 'high alert'...,https://www.axios.com/2022/07/31/congres-capitol-secutiry-aoc-zeldin-jayapal,1,True,axios.com
Congress Admits UFOs Not 'Man-Made': 'Threats' Increasing 'Exponentially'...,https://www.vice.com/en/article/3adadb/congress-admits-ufos-not-man-made-says-threats-increasing-exponentially,2,True,vice.com
Congress on 'high alert' amid security threats...,https://www.axios.com/2022/07/31/congres-capitol-secutiry-aoc-zeldin-jayapal,2,True,axios.com
Congress on 'high alert'...,https://www.axios.com/2022/07/31/congres-capitol-secutiry-aoc-zeldin-jayapal,2,True,axios.com
Congress passes most significant gun bill in decades...,https://www.cnbc.com/2022/06/24/congress-passes-gun-bill-sends-it-to-joe-biden-to-sign.html,3,True,cnbc.com
Congress seeks probe after IRS targeted Trump enemies with audits...,https://www.adn.com/nation-world/2022/07/07/former-fbi-leaders-who-drew-trumps-ire-were-both-subject-to-unusual-irs-audits/,1,True,adn.com
Congressional liberals push 10 executive actions...,https://www.cnn.com/2022/07/15/politics/congressional-progressives-caucuses-abortion-executive-actions/index.html,1,True,cnn.com
Congressman's Wife Died After Taking Herbal Remedy...,https://khn.org/news/article/tom-lori-mcclintock-death-herbal-remedy-diabetes-weight-loss-white-mulberry/,3,True,khn.org
Congresswoman killed in car crash...,https://www.abc57.com/news/jackie-walorski-killed-in-crash,1,True,abc57.com
Connecticut cancer patient longest known sufferer: Over 450 days...,https://www.dailymail.co.uk/health/article-10984425/Cancer-patient-Connecticut-infected-COVID-19-450-days.html,1,True,dailymail.co.uk
Connecticut woman dies from rare tick virus...,https://www.fox5ny.com/news/powassan-virus-death-in-connecticut,1,True,fox5ny.com
Conservative Push 50 Years in Making...,https://www.wsj.com/articles/roe-v-wade-overturned-supreme-court-11656110804,2,True,wsj.com
Conservative Push on Court 50 Years in Making...,https://www.wsj.com/articles/roe-v-wade-overturned-supreme-court-11656110804,2,True,wsj.com
Conservative activists want to ban 400 books from a library -- but they aren't even on shelves!,https://www.nbcnews.com/news/us-news/conservative-activists-want-ban-400-books-library-arent-even-shelves-rcna44026,3,True,nbcnews.com
Conservative justices vowed to respect precedent: Did they lie or just parse words?,https://www.msn.com/en-us/news/politics/conservative-justices-vowed-to-respect-precedent-did-they-lie-or-just-parse-words/ar-AAZ092h,2,True,msn.com
Conservative justices vowed to respect precedent: Did they lie or just parse words?,https://www.msn.com/en-us/news/politics/conservative-justices-vowed-to-respect-precedent-did-they-lie-or-just-parse-words/ar-AAZ092h?ocid=uxbndlbing,4,True,msn.com
Conservative leadership race making some Tories miss Boris...,https://www.msn.com/en-us/news/world/conservative-leadership-race-is-making-some-tories-miss-boris-johnson/ar-AA10YI1T,2,True,msn.com
Conservatives' new folk hero...,https://www.axios.com/local/tampa-bay/2022/06/21/ron-desantis-donald-trump-2024,4,True,axios.com
Considers testifying before Jan. 6 committee...,https://www.nbcnews.com/politics/2020-election/pence-says-consider-testifying-jan-6-committee-rcna43437,1,True,nbcnews.com
Conspiracy Theories Spreading Faster Than Virus...,https://www.studyfinds.org/monkeypox-theories/,2,True,studyfinds.org
Conspiracy-promoting sheriffs claim vast election authority...,https://apnews.com/article/voting-rights-2022-midterm-elections-covid-health-47b643bd7f1794b90acc84af07ef005a,4,True,apnews.com
Constant Cycle of Restrictions Is China's Future...,https://www.msn.com/en-us/money/other/constant-cycle-of-restrictions-is-china-s-covid-future/ar-AAYIR78,2,True,msn.com
Consumer Spending Running Out Of Steam...,https://finance.yahoo.com/news/consumer-spending-running-steam-market-140417695.html,2,True,yahoo.com
Consumers Say '22 Worst Economy Ever?,https://www.wsj.com/articles/consumers-say-2022-is-the-worst-economy-ever-1165710357,2,True,wsj.com
Consumers Say '22 Worst Economy Ever?,https://www.wsj.com/articles/consumers-say-2022-is-the-worst-economy-ever-11657103575?mod=latest_headlines,1,True,wsj.com
Consumers Still Spending on Fun...,https://www.wsj.com/articles/consumers-are-still-spending-on-fun-11660397194,6,True,wsj.com
Contempt of Congress trial echoes Nixon burglar Liddy's...,https://www.msn.com/en-us/news/us/bannon-contempt-of-congress-trial-echoes-nixon-burglar-liddy-e2-80-99s/ar-AAZu2Nu,1,True,msn.com
Contempt of Congress...,https://www.cnbc.com/2022/07/22/steven-bannon-jury-begins-deliberations-at-trump-aide-contempt-trial.html,2,True,cnbc.com
Contenders battle in bitter race to replace Boris Johnson...,https://apnews.com/article/boris-johnson-london-government-and-politics-rishi-sunak-ab69fcaa67745ab7bfef5fc2b81d92bb,2,True,apnews.com
Continent facing worst drought in 500 years...,https://www.france24.com/en/europe/20220823-europe-is-facing-its-worst-drought-in-500-years-eu-agency-says,3,True,france24.com
"Convenience-Store Magnate, Teen Drinking, Fatal Boat Crash: The Legal Case Shaking SC...",https://www.wsj.com/articles/alex-murdaugh-murders-south-carolina-parker-lawsuit-11660167263,2,True,wsj.com
Convention calls Biden win illegitimate...,https://www.texastribune.org/2022/06/18/republican-party-texas-convention-cornyn/,5,True,texastribune.org
Cop on horseback chases down thief in Times Square...,https://www.nbcnewyork.com/news/weird/times-square-nypd-horse-chase-caught-on-camera/3780827/,4,True,nbcnewyork.com
Copper Slide Signals Mounting Recession Concern...,https://www.wsj.com/articles/coppers-slide-signals-mounting-recession-concern-11657162793,3,True,wsj.com
Cops Doxxed...,https://www.vice.com/en/article/4axgzj/neo-nazis-are-trying-to-dox-the-cops-who-arrested-patriot-front-members,1,True,vice.com
Cops clock speeder going 169 mph!,https://wtop.com/anne-arundel-county/2022/06/from-the-sky-anne-arundel-co-police-clock-speeder-going-169-mph/,1,True,wtop.com
Cops clock speeder going 169 mph...,https://wtop.com/anne-arundel-county/2022/06/from-the-sky-anne-arundel-co-police-clock-speeder-going-169-mph/,2,True,wtop.com
Cops combat violent crime as ranks dwindle...,https://apnews.com/article/gun-violence-covid-health-police-2b1f9d8dce1fe3acbb1c5e3910d39e09,3,True,apnews.com
Cops hunt rogue monkey after 18 people injured in two-week spree...,https://www.dailystar.co.uk/news/world-news/cops-hunt-rogue-monkey-after-27525527,2,True,dailystar.co.uk
Cops release bodycam footage after raid on ex-DOJ official...,https://twitter.com/ZcohenCNN/status/1545147934735421440,1,False,twitter.com
Cops: Customer assaults PAPA JOHN'S worker over missing toppings...,http://www.thesmokinggun.com/buster/assault/paddled-at-papa-johns-410736,3,True,thesmokinggun.com
Cops: Man busted for driving WALMART scooter in store while intoxicated...,http://www.thesmokinggun.com/documents/drunk/walmart-scooter-dui-758932,2,True,thesmokinggun.com
Cops: Woman extorted ex-girlfriend over ONLYFANS nudes...,http://www.thesmokinggun.com/documents/crime/onlyfans-extortion-case-078593,3,True,thesmokinggun.com
Corneas made from pig skin restore sight in humans...,https://thehill.com/changing-america/well-being/medical-advances/3598693-corneas-made-from-pig-skin-restore-sight-in-humans-study/,2,True,thehill.com
Cornyn loudly booed at convention...,https://www.msn.com/en-us/news/politics/gop-sen-john-cornyn-was-loudly-booed-at-texas-republican-convention-amid-his-push-for-bipartisan-gun-legislation/ar-AAYAMgM,9,True,msn.com
