text,url,n,earlier_date,is_story
Florida teachers alarmed by religion in new civics training...,https://www.tampabay.com/news/florida-politics/2022/06/28/some-teachers-alarmed-by-florida-civics-training-approach-on-religion-slavery/,1,2022-07-01,True
"Flying nuclear hotel can carry 5,000 guests, never needs to land...",https://www.indy100.com/science-tech/sky-cruise-hotel-plane-nuclear ,1,2022-06-27,True
"Flying taxis, delivery drones and more finally taking off...",https://www.axios.com/2022/06/10/flying-taxis,1,2022-06-10,True
"Focus on economy, not 'critical race theory' or sex ed: Inside plan to win back parents for midterms?",https://news.yahoo.com/focus-economy-not-critical-race-110059674.html,1,2022-07-27,True
"Foes, accustomed to small wins, ready for big one...",https://apnews.com/article/abortion-opponents-clinic-protest-supreme-court-342200dc931a93404054cab4687c0c5d,1,2022-06-15,True
Food Insecurity Hits Rich Countries as Inflation Makes Basics Unaffordable...,https://www.wsj.com/articles/food-insecurity-hits-rich-countries-as-inflation-makes-basics-unaffordable-for-many-11657272602,4,2022-07-08,True
Food Prices to Keep Going Up...,https://www.wsj.com/articles/food-prices-to-keep-going-up-as-costs-surge-11654939800,2,2022-06-11,True
"Food Shortage Worries Mount As Farms 'Crushed'...
'Teetering On Edge'...",https://www.zerohedge.com/markets/we-are-teetering-edge-food-shortage-worries-mount-pa-farms-crushed-record-diesel-prices,1,2022-06-16,True
"Footage of hazing that left student paralyzed revealed...
Family demand charges against frat boys...",https://www.dailymail.co.uk/news/article-10900365/Harrowing-surveillance-footage-shows-brutal-hazing-University-Missouri-student-Danny-Santulli.html,1,2022-06-09,True
Footprints Discovery Suggests Ancient 'Ghost Tracks' May Cover West...,https://dnyuz.com/2022/08/03/footprints-discovery-suggests-ancient-ghost-tracks-may-cover-the-west/,2,2022-08-03,True
"For Conservative Christians, End of Roe Spiritual Victory...",https://dnyuz.com/2022/06/25/for-conservative-christians-the-end-of-roe-was-a-spiritual-victory/,6,2022-06-25,True
"For Many, Cancel Culture is Self-Inflicted...",https://reason.com/2022/08/24/for-many-americans-cancel-culture-is-self-inflicted/,3,2022-08-29,True
"For Monkeypox Patients, Excruciating Symptoms and Struggle for Care...",https://dnyuz.com/2022/07/18/for-monkeypox-patients-excruciating-symptoms-and-a-struggle-for-care/,2,2022-07-19,True
"For Patients, Excruciating Symptoms and Struggle for Care...",https://dnyuz.com/2022/07/18/for-monkeypox-patients-excruciating-symptoms-and-a-struggle-for-care/,2,2022-07-18,True
For Rent: 327 Square Foot Apartment With 5 Rooms -- Thanks to Robot Furniture...,https://www.wsj.com/articles/robot-furniture-save-space-ori-bumblebee-11660339004,5,2022-08-13,True
"For adults who love DISNEY, it's like religion...",https://www.npr.org/2022/06/11/1104056661/disney-adults,1,2022-06-12,True
"For families deeply divided, summer of hot buttons begins...",https://apnews.com/article/travel-donald-trump-fe2b95087f468878bf633963f3202fc0,1,2022-06-16,True
"For first time, study links hearing problems to cancer...",https://www.sfgate.com/science/article/hearing-loss-common-in-cancer-survivors-17332704.php,2,2022-07-27,True
"For now, wary USA treads water with transformed COVID...",https://apnews.com/article/covid-science-health-infectious-diseases-fb25f987bab09a11be31a32e832dd9de,2,2022-07-02,True
"For now, wary USA treads water with transformed covid...",https://apnews.com/article/covid-science-health-infectious-diseases-fb25f987bab09a11be31a32e832dd9de,3,2022-07-03,True
"For seniors with cognitive issues, a 'magical' therapy: Hanging with horses...",https://www.msn.com/en-us/news/us/for-seniors-with-cognitive-issues-a-magical-therapy-hanging-out-with-horses/ar-AA103IZ5,2,2022-07-28,True
"For some indigenous survivors, he triggered more pain...",https://www.cnn.com/2022/07/25/americas/canada-indigenous-school-survivors-pope-apology-cmd-intl/index.html,4,2022-07-25,True
Force-fed chemicals...,https://www.dailystar.co.uk/news/world-news/inside-horror-testing-lab-puppies-27223472,1,2022-06-14,True
Forced to Pull Bible?,https://www.msn.com/en-us/news/us/book-ban-backfire-texas-school-district-forced-to-pull-the-bible/ar-AA10LO8P,2,2022-08-17,True
Forced to go to Indiana...,https://jezebel.com/a-10-year-old-girl-in-ohio-was-forced-to-travel-to-indi-1849136765,1,2022-07-03,True
Forces Destroy Last Bridge...,https://www.wsj.com/articles/russian-forces-destroy-last-bridge-to-key-eastern-ukrainian-city-11655202739,1,2022-06-14,True
Forces ordered to intensify attacks...,https://www.washingtonpost.com/world/2022/07/16/russia-ukraine-war-putin-news-live-updates/,1,2022-07-17,True
Forces thousands to evacuate...,https://www.cnn.com/2022/07/23/us/oak-fire-mariposa-county-yosemite/index.html,2,2022-07-24,True
"Foreign pols, indicted election clerk, Vanilla Ice: Inside Mar-a-Lago revolving door...",https://abcnews.go.com/US/foreign-politicians-indicted-election-clerk-vanilla-ice-inside/story?id=88706809,1,2022-08-24,True
Forget Inflation. Shrinkflation Is Sparking Fury For Shoppers...,https://financialpost.com/pmn/business-pmn/forget-inflation-shrinkflation-is-sparking-fury-in-germany,3,2022-08-12,True
Forget Inflation. Shrinkflation Sparking Fury For Shoppers...,https://financialpost.com/pmn/business-pmn/forget-inflation-shrinkflation-is-sparking-fury-in-germany,3,2022-08-13,True
Former Defense sec says Beijing 'could bring Taiwan to knees' without invading...,https://thehill.com/policy/international/3533384-former-defense-secretary-says-china-could-bring-taiwan-to-its-knees-without-invading/,2,2022-06-23,True
Former FOX Editor Blasts Network for Inciting 'Black-Helicopter-Level Paranoia and Hatred'...,https://www.mediaite.com/news/former-fox-news-political-editor-chris-stirewalt-blasts-network-for-inciting-black-helicopter-level-paranoia-and-hatred-in-new-book/,3,2022-08-22,True
Former FOX Insider Spills Beans...,https://dnyuz.com/2022/08/19/a-former-fox-news-insider-spills-the-beans/,5,2022-08-20,True
Former Fort Bragg soldier receives one of harshest sentences tied to Capitol riot...,https://www.stripes.com/theaters/us/2022-07-19/jan-6-fort-bragg-soldier-sentenced-6703413.html,3,2022-07-20,True
Former Trump aide Peter Navarro indicted for contempt of Congress...,https://www.cnbc.com/2022/06/03/former-trump-aide-peter-navarro-indicted-for-contempt-of-congress-in-defying-jan-6-capitol-probe-subpoena.html,1,2022-06-03,True
Former White House aides to testify at next Jan. 6 hearing...,https://apnews.com/article/capitol-siege-biden-donald-trump-government-and-politics-00896eaba6df614bf46fc6beebe63fce,1,2022-07-19,True
Former leaders have been jailed or charged all over world...,https://www.axios.com/2022/08/26/countries-where-former-leaders-jailed-charged,3,2022-08-26,True
Formula Shortage Deepens...,https://www.wsj.com/articles/baby-formula-shortage-deepens-defying-replenishment-efforts-11657796400,3,2022-07-14,True
Found by cops at bottom of staircase...,https://nypost.com/2022/07/14/ivana-trump-ex-wife-of-former-president-trump-dead-at-73/,1,2022-07-15,True
Found widely shared address online...,https://nypost.com/2022/06/08/nicholas-roske-found-brett-kavanaughs-address-online-feds-say/,1,2022-06-09,True
Founders of bankrupt crypto hedge fund go missing; Investors try to recoup assets...,https://www.cnbc.com/2022/07/12/founders-of-bankrupt-crypto-hedge-fund-three-arrows-go-missing.html,3,2022-07-12,True
Four horsemen of the apocalypse; Death of old geopolitical system...,https://www.jpost.com/opinion/article-710365,1,2022-06-27,True
"Fourth person 'cured' of HIV, but is less risky treatment in sight?",https://www.france24.com/en/live-news/20220727-fourth-person-cured-of-hiv-but-is-a-less-risky-cure-in-sight,1,2022-07-27,True
"Fragmentation of Societies, Disruption of Financial System...",https://bilderbergmeetings.org/press/press-release/press-release,1,2022-06-03,True
France awakens to an emboldened Le Pen...,https://apnews.com/article/macron-marine-le-pen-jean-luc-melenchon-france-606aea9d3f0009cfbc1b6c7cde044135,4,2022-06-20,True
France awakens to emboldened Le Pen...,https://apnews.com/article/macron-marine-le-pen-jean-luc-melenchon-france-606aea9d3f0009cfbc1b6c7cde044135,1,2022-06-21,True
France lifts all entry restrictions for travelers...,https://www.msn.com/en-us/travel/news/france-lifts-covid-entry-restrictions-for-travelers/ar-AA10ej58,2,2022-08-02,True
France lifts all entry restrictions...,https://www.msn.com/en-us/travel/news/france-lifts-covid-entry-restrictions-for-travelers/ar-AA10ej58,1,2022-08-03,True
France taxman deploys AI spy to spot hidden swimming pools...,https://www.france24.com/en/live-news/20220829-france-taxman-deploys-ai-spy-to-spot-hidden-swimming-pools,3,2022-08-29,True
Fraught Visit Garners Scathing Criticism and Modest Accords...,https://dnyuz.com/2022/07/15/bidens-fraught-saudi-visit-garners-scathing-criticism-and-modest-accords/,2,2022-07-17,True
Freak Storm Wrecks 10 Navy Helicopters...,https://news.usni.org/2022/07/27/10-navy-helicopters-suffer-major-damage-several-blown-over-in-sudden-norfolk-storm,1,2022-07-27,True
Freedom of Speech Next Battle?,https://www.msn.com/en-us/news/us/why-freedom-of-speech-is-the-next-abortion-fight/ar-AA10Xd1J,2,2022-08-23,True
French bulldog taken at gunpoint in DC found dead...,https://www.msn.com/en-us/news/us/french-bulldog-taken-at-gunpoint-in-dc-has-been-found-dead/ar-AA10ECmf,3,2022-08-15,True
"Fresh Off Series of Victories, Biden Back On Campaign Trail...",https://www.msn.com/en-us/news/politics/fresh-off-a-series-of-victories-biden-steps-back-onto-the-campaign-trail/ar-AA115S1Y,1,2022-08-25,True
"Fresh Off Series of Victories, Joe Back On Campaign Trail...",https://www.msn.com/en-us/news/politics/fresh-off-a-series-of-victories-biden-steps-back-onto-the-campaign-trail/ar-AA115S1Y,1,2022-08-25,True
Fresh onslaught on Kyiv...,https://apnews.com/article/russia-ukraine-kyiv-vitali-klitschko-government-and-politics-29c357cfcaa58f49573060fc5848054b,2,2022-06-27,True
Fresh onslaught on Kyiv...,https://www.thesun.co.uk/news/19004238/putin-onslaught-kyiv-shelling-rushing-late-night-kremlin/,2,2022-06-26,True
Fresh revelations ahead of last planned Jan 6 hearing...,https://www.cnn.com/2022/07/16/politics/january-6-committee-latest/index.html,3,2022-07-17,True
Friends at first sniff: People drawn to others who smell like them...,https://www.france24.com/en/live-news/20220624-friends-at-first-sniff-people-drawn-to-others-who-smell-like-them,7,2022-06-24,True
Friends of Vlad Critic Found Dead in DC Spurn Suicide Theory...,https://www.thedailybeast.com/friends-of-kremlin-critic-dan-rapoport-dont-believe-he-died-by-suicide,1,2022-08-25,True
Friendships key to upward mobility...,https://thehill.com/changing-america/respect/poverty/3582534-friendships-key-to-upward-mobility-research/,1,2022-08-01,True
Friendships key to upward mobility?,https://thehill.com/changing-america/respect/poverty/3582534-friendships-key-to-upward-mobility-research/,3,2022-08-01,True
Fringe candidates putting Republican Senate hopes at risk...,https://news.yahoo.com/fringe-candidates-putting-republicans-u-100550032.html,1,2022-07-29,True
Fringe candidates putting hopes at risk...,https://news.yahoo.com/fringe-candidates-putting-republicans-u-100550032.html,2,2022-07-30,True
"From AM to PM, fickle force of govt with you...",https://apnews.com/article/climate-congress-and-environment-e75243253440e5809c7db4f1be7491a7,4,2022-07-02,True
From MCDONALD'S to Tory Obama: England's New Superstar...,https://www.commonsense.news/p/englands-new-conservative-superstar,2,2022-07-25,True
From Republican 'tsunami' to 'puddle'...,https://www.cnn.com/2022/08/30/politics/fault-lines-forecast-november-republicans-democrats/index.html,3,2022-08-30,True
From beginnings in Africa to global spread...,https://citizen.digital/news/monkeypox-from-beginnings-in-africa-to-global-spread-n302548,2,2022-07-21,True
"From celeb jets to Pelosi Taiwan trip, flight trackers sleeper hit of summer...",https://www.theguardian.com/world/2022/aug/03/flight-trackers-flightradar24-ads-b-exchange,2,2022-08-04,True
From troubled teen to neo-Nazi foot soldier...,https://www.politico.com/news/2022/07/16/neo-nazi-white-supremacist-teenagers-00045589,4,2022-07-17,True
Front-Runner to Replace Boris Johnson Wants to Be New Iron Lady...,https://dnyuz.com/2022/08/25/the-front-runner-to-replace-boris-johnson-wants-to-be-a-new-iron-lady/,2,2022-08-25,True
Frustrated Dems express alarm over Biden powerlessness...,https://thehill.com/homenews/administration/3546837-frustrated-democrats-express-alarm-over-bidens-powerlessness/,1,2022-07-06,True
Frustrated Dems mull drastic step: Challenging Biden in '24...,https://thehill.com/homenews/campaign/3561875-frustrated-democrats-mull-drastic-step-challenging-biden-in-2024/,2,2022-07-18,True
Fuel theft rises...,https://www.nbcnews.com/tech/security/hack-pump-rising-prices-lead-reports-gas-theft-rcna35198,1,2022-07-19,True
Fuentes Hits More Controversy; Libertarian Conference Cancels...,https://news.yahoo.com/libertarian-conference-cancels-notorious-white-083707722.html,4,2022-07-02,True
Future criminals could be monitored by chips in brains...,https://www.the-sun.com/tech/6063322/future-criminals-could-be-monitored-by-brain-chip/,4,2022-08-24,True
Future of covid vaccines could be sprays and patches...,https://6abc.com/covid-19-sprays-vaccines-new-variants-white-house/12076398/,1,2022-07-27,True
"Future of pediatric medicine: Chemical castration, surgical mutilation...",https://www.msn.com/en-us/news/us/the-future-of-pediatric-medicine-chemical-castration-and-surgical-mutilation/ar-AA10TEmj,3,2022-08-21,True
GA election data copied under direction of attorney...,https://www.ajc.com/politics/georgia-election-data-copied-under-direction-of-trump-attorney/XCPM33PXC5ABJN6UXG645EXLM4/,1,2022-08-17,True
GA election probe cites voting system breach...,https://dnyuz.com/2022/08/26/trump-election-probe-in-georgia-cites-voting-system-breach/,6,2022-08-27,True
"GA grand jury seeks testimony from Meadows, lawyers...",https://www.ajc.com/politics/breaking-fulton-grand-jury-seeks-testimony-from-meadows-trump-campaign-lawyers/25L2AV3R3BDQVFW3N7HNB6SKVI/,3,2022-08-26,True
"GA grand jury subpoenas Giuliani, Graham, Trump confidantes...",https://www.ajc.com/politics/fulton-grand-jury-subpoenas-giuliani-graham-trump-confidantes/POUNSTTUXZDGDB3D5LKA7TIQQM/,2,2022-07-06,True
GA outbreak...,https://www.ajc.com/news/atlanta-news/monkeypox-cases-in-georgia-increases-to-48/E77WIDYPKNGGHIUOISAIB6QNR4/,2,2022-07-14,True
GAGA 'JOKER 2'...,https://www.etonline.com/lady-gaga-confirms-shes-starring-in-joker-sequel-with-joaquin-phoenix-188525,2,2022-08-04,True
GALLUP SHOCK: ONLY 38% PROUD TO BE AMERICA,https://news.gallup.com/poll/394202/record-low-extremely-proud-american.aspx,1,2022-07-04,True
GALLUP SHOCK: ONLY 38% PROUD TO BE AMERICAN,https://news.gallup.com/poll/394202/record-low-extremely-proud-american.aspx,2,2022-07-04,True
GALLUP:  50% Americans Rate Moral Values 'Poor'...,https://news.gallup.com/poll/393659/record-high-americans-rate-moral-values-poor.aspx,1,2022-06-15,True
GALLUP:  Belief in God Dips to New Low...,https://news.gallup.com/poll/393737/belief-god-dips-new-low.aspx,7,2022-06-17,True
GALLUP:  CONFIDENCE HISTORIC LOW...,https://news.gallup.com/poll/394103/confidence-supreme-court-sinks-historic-low.aspx,4,2022-06-24,True
